client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,category
vanessabryant@example.org,3477537701,UI Feedback,Dropdowns too close together.,Closed,2025-06-24,2025-06-28,UI Feedback
ricegary@example.com,9153772875,Bug Report,Dropdown not loading values.,Closed,2025-07-11,2025-07-12,Bug Report
staciesmith@example.net,1277882413,UI Feedback,Sidebar hides important links.,Closed,2025-05-05,2025-05-11,UI Feedback
yprice@example.com,5367033306,Account Suspension,Terms of use were unclear.,Closed,2025-07-23,2025-07-29,General
aaronmorales@example.net,36305978,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-04-07,2025-04-16,Subscription Cancellation
walkerjason@example.net,9065262888,Technical Support,Notifications are not working.,Closed,2025-05-23,2025-06-02,Technical Support
mpeters@example.net,7342793880,Payment Failure,Need GST invoice after payment.,Closed,2025-07-18,2025-07-19,Billing Problem
david16@example.org,2422394681,Login Issue,Unable to login with correct credentials.,Closed,2025-06-23,2025-07-03,Bug Report
dariuskelley@example.net,7891197931,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-03-30,2025-03-31,Subscription Cancellation
wrightdalton@example.org,4902095289,Technical Support,Cannot upload files to cloud.,Closed,2025-07-18,2025-07-19,Technical Support
lynn96@example.com,8068834758,UI Feedback,Text is too small on mobile.,Closed,2025-05-12,2025-05-21,UI Feedback
dlawrence@example.com,150995781,Login Issue,Error 401 appearing on login.,Closed,2025-05-22,2025-06-03,Bug Report
april51@example.net,7151865468,Technical Support,Slow performance during peak hours.,Closed,2025-06-26,2025-07-07,Technical Support
westkristina@example.net,9887232350,Technical Support,Settings not saving properly.,Closed,2025-06-12,2025-06-18,Technical Support
kadams@example.net,2349754145,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-05-29,2025-06-09,UI Feedback
johnstonwilliam@example.net,8404707505,Bug Report,Exported file missing columns.,Closed,2025-06-20,2025-06-28,Bug Report
montesamy@example.org,9244260522,Payment Failure,Wrong currency charged.,Closed,2025-04-26,2025-04-27,Billing Problem
wellison@example.com,6565395195,Account Suspension,Need help lifting restrictions.,Closed,2025-03-13,2025-03-17,General
david86@example.org,2292579326,Payment Failure,Card declined despite funds.,Closed,2025-02-20,2025-02-28,Billing Problem
cheryl10@example.net,355807922,Payment Failure,EMI option not available anymore.,Closed,2025-03-26,2025-03-31,Billing Problem
vbaker@example.com,2221181778,Account Suspension,Need help lifting restrictions.,Closed,2025-05-29,2025-06-12,General
craigronald@example.com,5549714938,Account Suspension,Account banned during payment process.,Closed,2025-02-01,2025-02-08,General
glenn65@example.net,817075056,Bug Report,Color scheme inconsistent.,Closed,2025-05-29,2025-05-31,Bug Report
qperry@example.org,4649022419,Data Export,Zip file corrupted during export.,Closed,2025-07-25,2025-07-28,Data Export
asilva@example.org,5552583067,UI Feedback,Alignment issues in forms.,Closed,2025-02-14,2025-02-17,UI Feedback
mbaker@example.net,4278988199,Payment Failure,Payment success mail delayed.,Closed,2025-04-11,2025-04-12,Billing Problem
owatson@example.org,4734810214,Billing Problem,Incorrect tax calculations.,Closed,2025-02-02,2025-02-05,Bug Report
helenmora@example.org,9873152312,Account Suspension,Received policy violation but unclear why.,Closed,2025-03-22,2025-03-23,General
sandrahernandez@example.net,8082044025,Bug Report,Sidebar collapses on scroll.,Closed,2025-07-22,2025-08-08,Bug Report
hking@example.com,4607054709,Payment Failure,Card declined despite funds.,Closed,2025-05-03,2025-05-04,Billing Problem
bradleyjimenez@example.net,3284889658,Bug Report,Chart not updating after data refresh.,Closed,2025-03-10,2025-03-12,Bug Report
stephaniemccormick@example.net,2527489948,Technical Support,Feature working on web but not mobile.,Closed,2025-02-14,2025-02-19,Technical Support
mrodriguez@example.org,5672410395,Billing Problem,Need clarification on currency charges.,Closed,2025-03-26,2025-03-27,Bug Report
pmcpherson@example.com,5345105327,Bug Report,Form validation not working properly.,Closed,2025-04-18,2025-04-22,Bug Report
jeffrey13@example.org,3569006747,Feature Request,Save filter views for reuse.,Closed,2025-02-15,2025-02-21,Feature Request
haneylisa@example.org,5817857074,Bug Report,Chart not updating after data refresh.,Closed,2025-06-25,2025-06-26,Bug Report
randymora@example.net,4513467474,UI Feedback,Too many clicks to perform actions.,Closed,2025-05-22,2025-05-25,UI Feedback
kferguson@example.com,1041595583,Payment Failure,3D secure failed mid-payment.,Closed,2025-05-31,2025-06-05,Billing Problem
destinysavage@example.org,8431980636,Payment Failure,Payment success mail delayed.,Closed,2025-03-07,2025-03-10,Billing Problem
wellsfrank@example.org,5272466387,Data Export,Can’t schedule data export.,Closed,2025-02-14,2025-02-17,Data Export
hhoffman@example.com,3309984537,Login Issue,Seeing 'invalid session token' error.,Closed,2025-06-22,2025-06-24,Bug Report
ethansmith@example.net,9288637135,UI Feedback,Dropdowns too close together.,Closed,2025-05-05,2025-05-21,UI Feedback
shanerogers@example.com,2597862439,Feature Request,Add folder structure to organize data.,Closed,2025-02-08,2025-02-10,Feature Request
williedunlap@example.org,136684975,Billing Problem,Promo code was not applied.,Closed,2025-05-23,2025-05-24,Bug Report
kerry28@example.org,5125424681,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-03-21,2025-03-24,UI Feedback
elizabethrodriguez@example.net,7813781258,UI Feedback,Sidebar hides important links.,Closed,2025-03-18,2025-03-22,UI Feedback
fischerjuan@example.com,3334900834,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-07-04,2025-07-09,UI Feedback
rlopez@example.net,2869114555,Data Export,Exported Excel has broken formatting.,Closed,2025-04-05,2025-04-19,Data Export
david49@example.com,2464442492,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-03-13,2025-03-14,Billing Problem
tylersmith@example.net,8606876245,Billing Problem,Late fee charged wrongly.,Closed,2025-06-24,2025-06-27,Bug Report
fmontoya@example.net,8435903626,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-05-23,2025-05-31,Feature Request
jcarter@example.org,8568578909,Feature Request,Ability to bulk edit entries needed.,Closed,2025-04-29,2025-05-02,Feature Request
taratucker@example.net,4106897699,Data Export,Filters not applying in exported data.,Closed,2025-07-01,2025-07-03,Data Export
atkinsonryan@example.com,2354529199,Login Issue,Login page taking too long to load.,Closed,2025-02-19,2025-03-05,Bug Report
crawfordamber@example.net,292951712,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-04-04,2025-04-11,General
dli@example.org,2235306440,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-06-05,2025-06-13,Bug Report
bookerjessica@example.com,4272087300,Account Suspension,Terms of use were unclear.,Closed,2025-06-13,2025-06-16,General
nancy32@example.org,7167866645,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-06-21,2025-07-04,General
annetteadkins@example.org,2794108376,Login Issue,Captcha keeps looping during login.,Closed,2025-06-09,2025-06-13,Bug Report
colleen44@example.com,6995934792,Subscription Cancellation,Want refund for unused days.,Closed,2025-02-07,2025-02-11,Subscription Cancellation
jameswest@example.net,2575175183,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-04-23,2025-04-25,Bug Report
allisonsmith@example.com,8999177860,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-02-08,2025-02-26,Bug Report
annemckay@example.com,8291057228,Account Suspension,Can’t access services due to ban.,Closed,2025-04-18,2025-04-22,General
deborah20@example.net,3043013958,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-06-26,2025-07-04,Bug Report
crystalmeyers@example.net,3606670863,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-02-26,2025-03-07,UI Feedback
chadbowman@example.com,5296726010,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-05-27,2025-05-31,Feature Request
zdavis@example.com,3192539415,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-04-05,2025-04-06,Bug Report
james67@example.net,1041117324,Payment Failure,Need GST invoice after payment.,Closed,2025-04-05,2025-04-14,Billing Problem
brownbrenda@example.com,5731025311,Bug Report,Chart not updating after data refresh.,Closed,2025-02-08,2025-02-10,Bug Report
laurie06@example.org,6166820934,UI Feedback,Text is too small on mobile.,Closed,2025-04-30,2025-05-02,UI Feedback
wlowery@example.org,7632116538,Technical Support,Notifications are not working.,Closed,2025-03-02,2025-03-03,Technical Support
ruizsamuel@example.org,902617962,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-06-19,2025-06-22,Bug Report
selena64@example.com,367427707,Account Suspension,Can I restore my data after suspension?,Closed,2025-05-28,2025-06-02,General
rchapman@example.com,5258780300,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-05-06,2025-05-07,UI Feedback
daniel89@example.org,2894616749,Data Export,Data export not matching preview.,Closed,2025-03-26,2025-03-28,Data Export
agarcia@example.org,4755844388,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-02-12,2025-02-13,Subscription Cancellation
wstephenson@example.com,8678703914,Login Issue,Session expires immediately after login.,Closed,2025-02-27,2025-03-02,Bug Report
andersonloretta@example.net,8075107542,UI Feedback,Sidebar hides important links.,Closed,2025-04-15,2025-04-19,UI Feedback
mayscynthia@example.com,3270131165,Technical Support,Application showing version mismatch.,Closed,2025-04-02,2025-04-05,Technical Support
danielstewart@example.net,1868362005,UI Feedback,Sidebar hides important links.,Closed,2025-02-04,2025-02-07,UI Feedback
lesliepope@example.org,7039450823,Login Issue,Login working on browser but not app.,Closed,2025-04-27,2025-05-01,Bug Report
tbishop@example.org,5855370216,Billing Problem,Unable to update billing address.,Closed,2025-05-29,2025-06-02,Bug Report
eric99@example.org,5495453067,Billing Problem,Late fee charged wrongly.,Closed,2025-07-12,2025-07-17,Bug Report
laurenhill@example.net,1644700774,Payment Failure,Payment success mail delayed.,Closed,2025-02-21,2025-02-23,Billing Problem
aprilarmstrong@example.org,9528413880,UI Feedback,Text is too small on mobile.,Opened,2025-04-30,,UI Feedback
dmccarthy@example.org,7710811140,Data Export,Filters not applying in exported data.,Closed,2025-04-08,2025-04-14,Data Export
paulparsons@example.net,2743226306,Technical Support,Freezing during screen load.,Closed,2025-02-14,2025-02-15,Technical Support
qluna@example.net,8310594380,Subscription Cancellation,Auto-renew not turned off.,Closed,2025-06-23,2025-07-01,Subscription Cancellation
corey18@example.com,9621630799,Payment Failure,3D secure failed mid-payment.,Closed,2025-03-06,2025-03-20,Billing Problem
ray10@example.com,5608561210,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-06-21,2025-06-26,Billing Problem
joseoconnor@example.net,3410929230,Login Issue,Login working on browser but not app.,Closed,2025-05-04,2025-05-06,Bug Report
matthew90@example.com,6346195194,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-05-12,2025-05-16,Subscription Cancellation
hlopez@example.net,7832421198,Feature Request,Include a mobile-first UI option.,Closed,2025-02-26,2025-03-03,Feature Request
dsmith@example.org,3919845868,UI Feedback,Error messages not clear enough.,Closed,2025-05-19,2025-05-20,UI Feedback
cgarcia@example.org,6760744161,UI Feedback,Font inconsistent across pages.,Closed,2025-05-04,2025-05-10,UI Feedback
sharoncisneros@example.com,6848339755,Account Suspension,Can’t access services due to ban.,Closed,2025-06-26,2025-07-04,General
ryan45@example.org,5211744730,Billing Problem,Need clarification on currency charges.,Closed,2025-05-30,2025-06-06,Bug Report
mckinneymax@example.org,1758120431,Bug Report,Date selector not responsive.,Closed,2025-07-10,2025-07-12,Bug Report
kimberlyford@example.org,7353715531,Subscription Cancellation,App locked after cancellation.,Closed,2025-05-27,2025-06-04,Subscription Cancellation
dylan76@example.com,4316134736,Account Suspension,Need clarification on temporary lockout.,Closed,2025-02-20,2025-03-03,General
willie86@example.org,7532605061,Bug Report,Back button doesn’t work.,Closed,2025-04-17,2025-04-18,Bug Report
rrivera@example.com,1113866859,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-02-18,2025-02-22,Feature Request
murrayapril@example.org,3529119493,Payment Failure,Need help with failed subscription payment.,Closed,2025-03-24,2025-03-31,Billing Problem
matthew28@example.com,1209277462,Subscription Cancellation,Still charged after cancellation.,Closed,2025-04-30,2025-05-12,Subscription Cancellation
ramseymichael@example.org,3996679401,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-02-16,2025-02-27,Subscription Cancellation
ericblevins@example.com,8385923052,Bug Report,Exported file missing columns.,Closed,2025-03-29,2025-03-30,Bug Report
lisa33@example.com,4187103647,Data Export,Filters not applying in exported data.,Closed,2025-04-06,2025-04-15,Data Export
stephanie82@example.net,86996781,Billing Problem,Late fee charged wrongly.,Closed,2025-06-01,2025-06-07,Bug Report
taylorjoel@example.net,5834431387,Login Issue,Cannot log in on mobile app.,Closed,2025-03-01,2025-03-02,Bug Report
grantgary@example.net,4538293281,Bug Report,Exported file missing columns.,Closed,2025-03-01,2025-03-14,Bug Report
timothysmith@example.org,2642683553,Feature Request,Would like push notifications for updates.,Closed,2025-04-11,2025-04-13,Feature Request
david13@example.net,3746097410,Bug Report,Form validation not working properly.,Closed,2025-02-01,2025-02-03,Bug Report
psimon@example.com,4357757411,Feature Request,Please add support for dark mode.,Closed,2025-05-18,2025-05-21,Feature Request
